FEC_NAC,GENERO,EDO_CIVIL,NIV_ESTUDIOS,TIPO_CASA,DEP_ECONOMICOS,SUELDO_SOL,CP,DOM_ANIOS,DOM_MESES,TRA_ANIOS,TRA_MESES,HIJOS,CAP_PAGO,PUNTOS_BURO,OTRA_CUENTA,CLASE,CLASE2,CLASE3,CLASE4,VALORNUEVO,FRESCURANUEVO
22/09/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,5000,28450,10,0,1,2,NO,1250,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
18/11/1997,MASCULINO,SOLTERO,SECUNDARIA,PADRES,0,4800,28000,16,0,2,0,NO,909.41,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
26/10/1979,MASCULINO,CASADO,LICENCIATURA,PROPIA,0,13500,28000,3,0,0,6,SINODATOS,1091.29,398.4,NO,POTENCIALES,V2F2,V2,F2,V3,F2
02/11/1975,MASCULINO,CASADO,PRIMARIA,PROPIA,3,15000,28000,16,0,2,0,SINODATOS,1018.54,84.33,SI,ATENCION MEDIA,V1F1,V1,F1,V2,F1
12/02/1976,FEMENINO,CASADO,LICENCIATURA,PAGANDOLA,0,5200,28000,3,6,17,0,SINODATOS,1080,297.92,SI,POTENCIALES,V2F2,V2,F2,V2,F2
25/09/1987,MASCULINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,11000,28000,0,6,5,0,SINODATOS,1673.32,200,SI,PERDIDOS,V1F1,V1,F1,V1,F1
11/01/1978,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,7800,28000,4,0,3,0,NO,2340,687.84,NO,LEALTAD,V2F4,V2,F4,V2,F5
10/08/1996,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,3000,28000,1,7,2,6,NO,750,19.8,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F1
04/05/1975,MASCULINO,CASADO,SECUNDARIA,RENTADA,0,10000,28000,2,6,0,8,SINODATOS,1087.79,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
25/07/1989,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,5000,49850,28,0,1,0,NO,945.79,0,SI,POTENCIALES,V2F2,V2,F2,V2,F2
25/10/1985,FEMENINO,CASADO,SECUNDARIA,RENTADA,4,8000,28000,1,6,2,9,SINODATOS,580.28,86.02,SI,POTENCIALES,V1F2,V1,F2,V1,F2
15/08/1992,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,7000,28979,2,0,2,0,SINODATOS,1591.47,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
31/03/1977,MASCULINO,CASADO,PRIMARIA,RENTADA,0,12000,28000,5,0,15,0,SINODATOS,1171.47,68.6,NO,PERDIDOS,V1F1,V1,F1,V1,F1
18/10/1991,FEMENINO,CASADO,SECUNDARIA,RENTADA,0,5000,28040,0,6,1,0,NO,789.79,126.02,NO,PERDIDOS,V1F1,V1,F1,V1,F2
29/07/1987,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,9000,28000,30,0,1,0,SINODATOS,2455.42,0,NO,POTENCIALES,V4F2,V4,F2,V4,F3
27/04/1987,FEMENINO,UNIONLIBRE,BACHILLERATO,RENTADA,0,8500,28000,10,0,10,0,SINODATOS,1736.7,0,NO,PERDIDOS,V1F1,V1,F1,V2,F1
07/12/1967,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,12000,28000,30,0,26,0,SINODATOS,1091.29,0,NO,PERDIDOS,V1F1,V1,F1,V1,F1
23/12/1960,FEMENINO,CASADO,LICENCIATURA,FAMILIARES,0,5300,28450,4,0,9,0,SINODATOS,1018.54,0,SI,POTENCIALES,V2F2,V2,F2,V3,F2
13/05/1997,FEMENINO,SOLTERO,LICENCIATURA,FAMILIARES,0,5200,28040,6,0,3,0,NO,909.41,0,NO,POTENCIALES,V2F2,V2,F2,V2,F2
17/11/1974,MASCULINO,DIVORCIADO,SECUNDARIA,PROPIA,2,8000,28000,5,0,8,0,SINODATOS,1091.29,495,NO,PERDIDOS,V2F1,V2,F1,V2,F2
12/04/1957,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,4800,28060,38,0,4,4,SINODATOS,1091.29,102.96,NO,PERDIDOS,V1F1,V1,F1,V2,F1
23/04/1993,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,3000,28000,24,0,2,0,NO,750,0,NO,POTENCIALES,V2F1,V2,F1,V2,F2
24/04/1979,MASCULINO,SOLTERO,BACHILLERATO,FAMILIARES,0,8000,28040,13,0,15,0,NO,1705.15,48,SI,PERDIDOS,V1F1,V1,F1,V1,F1
04/12/1959,FEMENINO,CASADO,SECUNDARIA,FAMILIARES,1,10000,28000,4,0,20,0,SINODATOS,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
28/04/1968,FEMENINO,CASADO,CARRERATECNICA,PROPIA,0,25000,28000,30,0,25,0,SINODATOS,1091.29,702,NO,CAMPEONES,V4F4,V4,F4,V2,F1
25/06/1970,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,4000,28984,11,10,3,0,SINODATOS,1200,1074.1,SI,CAMPEONES,V5F5,V5,F5,V2,F2
12/08/1959,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,12000,28979,2,0,20,0,NO,2216.7,604,SI,POTENCIALES,V2F2,V2,F2,V1,F1
26/11/1956,FEMENINO,SOLTERO,PRIMARIA,FAMILIARES,0,20000,28000,1,0,1,0,SINODATOS,2068.92,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
03/01/1963,FEMENINO,VIUDO,SECUNDARIA,PROPIA,2,4000,28000,20,0,4,0,SINODATOS,1091.29,0,SI,PERDIDOS,V0F0,V0,F0,V1,F1
14/08/1957,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,18000,28973,30,0,2,0,SINODATOS,1091.29,685.32,SI,PERDIDOS,V1F1,V1,F1,V1,F1
06/09/1960,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,4600,28984,31,0,1,0,SINODATOS,1091.29,215.32,SI,LEALTAD,V3F3,V3,F3,V1,F1
03/04/1972,MASCULINO,CASADO,LICENCIATURA,FAMILIARES,0,15000,28100,0,1,16,0,SINODATOS,1018.54,259.74,SI,LEALTAD,V3F3,V3,F3,V1,F1
29/11/1973,MASCULINO,CASADO,SECUNDARIA,PROPIA,2,5200,28043,6,7,7,0,NO,1091.29,297,SI,POTENCIALES,V3F2,V3,F2,V1,F1
05/10/1972,MASCULINO,CASADO,DOCTORADO,PROPIA,0,40000,28000,3,3,13,0,NO,8048.32,1828.46,SI,PERDIDOS,V1F2,V1,F2,V1,F1
16/02/1956,FEMENINO,SOLTERO,LICENCIATURA,PROPIA,0,9000,28047,8,0,10,0,SINODATOS,1091.29,403.2,SI,POTENCIALES,V1F1,V1,F1,V2,F2
01/09/1940,FEMENINO,SOLTERO,CARRERATECNICA,FAMILIARES,0,22000,28270,68,0,23,0,SINODATOS,1705.15,448,SI,ATENCION ALTA,V2F2,V2,F2,V1,F1
12/12/1974,MASCULINO,CASADO,POSTGRADO,PROPIA,0,10612,28000,1,0,1,8,SINODATOS,3183.6,1989.74,SI,POTENCIALES,V2F2,V2,F2,V1,F1
15/02/1963,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,14000,28050,42,0,5,0,NO,1705.15,1040.3,SI,CAMPEONES,V4F4,V4,F4,V2,F2
07/10/1948,MASCULINO,CASADO,PRIMARIA,PROPIA,0,7766,28000,40,0,4,0,SINODATOS,776.6,-915.76,SI,CAMPEONES,V5F5,V5,F5,V4,F4
17/05/1973,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,0,10000,28000,4,0,4,0,SINODATOS,701.29,218.7,SI,ATENCION ALTA,V3F4,V3,F4,V1,F2
31/05/1956,FEMENINO,CASADO,CARRERATECNICA,FAMILIARES,0,4200,28000,3,7,23,0,SINODATOS,1260,968.14,SI,PERDIDOS,V1F2,V1,F2,V1,F1
10/08/1974,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,14000,28000,2,0,8,0,SINODATOS,925.15,568.86,SI,LEALTAD,V3F3,V3,F3,V1,F1
22/05/1962,FEMENINO,CASADO,LICENCIATURA,PAGANDOLA,0,5200,28983,2,9,0,9,SINODATOS,1200,479,SI,POTENCIALES,V1F2,V1,F2,V1,F2
19/11/1975,FEMENINO,CASADO,SECUNDARIA,PADRES,0,16000,28000,7,0,22,0,SINODATOS,1091.29,587.78,SI,POTENCIALES,V2F1,V2,F1,V1,F1
19/04/1945,MASCULINO,CASADO,PRIMARIA,PROPIA,0,3000,28000,10,0,11,0,SINODATOS,900,801.12,SI,PERDIDOS,V1F1,V1,F1,V1,F1
17/06/1967,FEMENINO,SOLTERO,SECUNDARIA,FAMILIARES,1,5000,28000,2,0,28,0,SINODATOS,1091.29,1109.58,SI,POTENCIALES,V2F1,V2,F1,V1,F1
16/01/1980,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28000,1,0,9,0,NO,1091.29,1152.14,SI,CAMPEONES,V5F5,V5,F5,V4,F5
24/09/1983,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,10000,28000,3,0,7,0,SINODATOS,1705.15,439.56,NO,LEALTAD,V3F3,V3,F3,V3,F4
24/12/1987,MASCULINO,SOLTERO,BACHILLERATO,PROPIA,0,3501,28063,4,0,1,0,NO,1050.3,0,SI,POTENCIALES,V3F1,V3,F1,V3,F2
03/05/1982,MASCULINO,CASADO,BACHILLERATO,RENTADA,1,14000,28973,2,2,18,0,SINODATOS,1171.47,192,SI,PERDIDOS,V1F1,V1,F1,V1,F1
24/08/1989,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,4000,28040,25,0,0,3,SINODATOS,1200,0,SI,LEALTAD,V3F3,V3,F3,V2,F3
14/12/1972,FEMENINO,SOLTERO,BACHILLERATO,FAMILIARES,3,6000,28983,5,0,5,0,SINODATOS,1091.29,337.92,NO,PERDIDOS,V1F1,V1,F1,V1,F1
25/06/1987,FEMENINO,CASADO,LICENCIATURA,RENTADA,0,10000,28979,4,0,6,0,NO,2400,746.2,NO,ATENCION MEDIA,V1F1,V1,F1,V1,F1
25/04/1961,FEMENINO,VIUDO,SECUNDARIA,PROPIA,2,3000,28000,10,0,14,0,SINODATOS,900,591.96,SI,ATENCION MEDIA,V1F1,V1,F1,V2,F1
15/09/1994,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,6700,28000,22,0,0,3,NO,1420.96,5.52,SI,LEALTAD,V3F3,V3,F3,V3,F5
27/08/1976,FEMENINO,DIVORCIADO,LICENCIATURA,PAGANDOLA,0,5470,28000,3,0,10,0,SINODATOS,1101,498.92,SI,POTENCIALES,V2F2,V2,F2,V3,F2
30/05/1985,FEMENINO,CASADO,LICENCIATURA,PADRES,0,10000,28000,7,0,0,5,SINODATOS,2216.7,89.3,SI,POTENCIALES,V1F1,V1,F1,V1,F2
02/05/1975,FEMENINO,DIVORCIADO,LICENCIATURA,PADRES,1,12000,28219,1,6,12,0,SINODATOS,1091.29,810.5,NO,POTENCIALES,V3F2,V3,F2,V3,F4
17/01/1970,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,5000,28000,30,0,27,0,SINODATOS,1500,594,SI,CAMPEONES,V3F5,V3,F5,V2,F2
30/05/1977,FEMENINO,CASADO,LICENCIATURA,PAGANDOLA,0,8000,28979,12,0,15,0,SINODATOS,1105.15,584.1,NO,POTENCIALES,V2F3,V2,F3,V1,F2
18/02/1976,FEMENINO,SOLTERO,CARRERATECNICA,PAGANDOLA,0,7300,28000,8,8,12,0,NO,751.09,1026.5,SI,PERDIDOS,V1F1,V1,F1,V1,F1
30/05/1996,MASCULINO,UNIONLIBRE,LICENCIATURA,PROPIA,2,15000,28000,3,0,1,8,SINODATOS,909.41,0,NO,POTENCIALES,V3F2,V3,F2,V2,F2
22/10/1974,FEMENINO,SEPARADO,CARRERATECNICA,PROPIA,2,5625,28979,12,0,1,7,SINODATOS,1575,0,SI,POTENCIALES,V3F2,V3,F2,V2,F2
19/05/1984,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,20000,28000,1,0,6,0,SINODATOS,2216.7,384,NO,PERDIDOS,V1F2,V1,F2,V3,F4
22/05/1990,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,7000,28000,0,4,2,0,NO,1091.29,52.8,SI,ATENCION MEDIA,V1F1,V1,F1,V1,F1
15/05/1979,MASCULINO,SOLTERO,BACHILLERATO,PROPIA,2,10000,28000,20,0,15,0,SINODATOS,2291.72,-21.84,SI,POTENCIALES,V2F1,V2,F1,V2,F2
16/11/1979,MASCULINO,SOLTERO,SECUNDARIA,PADRES,2,8000,28040,2,5,5,0,NO,1591.47,200,SI,POTENCIALES,V3F2,V3,F2,V2,F2
01/12/1956,FEMENINO,CASADO,PRIMARIA,PROPIA,0,8000,28979,21,0,12,0,SINODATOS,1705.15,455.24,NO,PERDIDOS,V1F1,V1,F1,V1,F1
27/03/1975,FEMENINO,UNIONLIBRE,BACHILLERATO,PROPIA,2,5000,28050,16,0,1,0,SINODATOS,1400,188.66,NO,LEALTAD,V4F3,V4,F3,V5,F4
02/01/1979,FEMENINO,CASADO,BACHILLERATO,FAMILIARES,3,6000,28000,9,0,2,0,SINODATOS,1018.54,55.68,NO,POTENCIALES,V2F2,V2,F2,V2,F2
27/11/1981,FEMENINO,CASADO,BACHILLERATO,PROPIA,2,3800,28070,16,0,0,8,SINODATOS,1140,0,SI,POTENCIALES,V2F2,V2,F2,V3,F5
12/01/1992,FEMENINO,SOLTERO,LICENCIATURA,FAMILIARES,0,10000,28000,2,8,3,0,NO,1591.47,0,NO,ATENCION ALTA,V2F2,V2,F2,V3,F2
25/08/1984,FEMENINO,CASADO,LICENCIATURA,PADRES,0,15000,28600,0,10,8,0,NO,1705.15,439.42,SI,CAMPEONES,V4F5,V4,F5,V5,F5
25/08/1984,FEMENINO,CASADO,BACHILLERATO,PADRES,0,15000,28600,0,1,9,0,SINODATOS,1705.15,725.78,SI,CAMPEONES,V4F5,V4,F5,V5,F5
13/01/1994,MASCULINO,SOLTERO,BACHILLERATO,RENTADA,0,5000,28984,2,5,1,9,NO,809.41,178.8,NO,POTENCIALES,V3F2,V3,F2,V3,F2
18/03/1992,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,4000,28979,3,4,0,6,NO,1000,0,SI,POTENCIALES,V1F2,V1,F2,V3,F4
30/08/1961,FEMENINO,VIUDO,SECUNDARIA,PROPIA,0,3500,28984,28,0,13,0,NO,1050,0,SI,PERDIDOS,V1F1,V1,F1,V2,F1
09/10/1991,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,5000,28000,20,0,0,6,NO,1250,0,SI,POTENCIALES,V1F2,V1,F2,V2,F2
15/02/1994,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,6000,28982,2,0,0,7,NO,1420.96,35.42,SI,POTENCIALES,V4F2,V4,F2,V5,F5
14/01/1997,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,5040,28047,9,0,0,6,NO,1260,0,NO,POTENCIALES,V1F1,V1,F1,V2,F2
17/08/1991,FEMENINO,UNIONLIBRE,BACHILLERATO,FAMILIARES,0,4000,28000,1,5,1,0,SINODATOS,909.41,0,SI,POTENCIALES,V3F2,V3,F2,V3,F3
15/02/1992,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,5625,28984,3,2,0,6,SINODATOS,1406.25,0,SI,POTENCIALES,V4F1,V4,F1,V5,F2
24/10/1978,MASCULINO,CASADO,SECUNDARIA,PAGANDOLA,2,4800,28973,12,0,6,0,SINODATOS,646.7,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
18/01/1963,FEMENINO,SEPARADO,SECUNDARIA,FAMILIARES,0,4500,28000,1,7,7,0,SINODATOS,1018.54,0,SI,POTENCIALES,V1F2,V1,F2,V2,F2
16/02/1990,FEMENINO,CASADO,SECUNDARIA,PADRES,0,8000,28060,4,9,8,0,SINODATOS,1091.29,198,NO,POTENCIALES,V2F2,V2,F2,V3,F2
24/01/1967,FEMENINO,DIVORCIADO,BACHILLERATO,PROPIA,0,2200,28019,20,0,2,0,SINODATOS,616,3.92,SI,POTENCIALES,V3F1,V3,F1,V3,F2
16/08/1960,FEMENINO,CASADO,PRIMARIA,PROPIA,0,9000,28040,37,0,20,0,SINODATOS,2455.42,491.02,NO,POTENCIALES,V1F1,V1,F1,V3,F2
10/02/1962,FEMENINO,VIUDO,PRIMARIA,PROPIA,0,7000,28000,2,0,5,0,SINODATOS,1591.47,0,SI,POTENCIALES,V4F2,V4,F2,V5,F3
31/10/1986,MASCULINO,CASADO,SECUNDARIA,PROPIA,0,8400,28400,0,4,3,5,NO,1018.54,186,SI,PERDIDOS,V1F1,V1,F1,V2,F1
09/08/1993,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,8500,28000,3,6,3,3,NO,1420.96,0,NO,ATENCION ALTA,V3F3,V3,F3,V5,F5
04/02/1992,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,22000,28506,6,0,2,2,NO,5500,13.44,NO,PERDIDOS,V1F1,V1,F1,V2,F2
28/06/1968,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,30000,28620,9,0,19,0,SINODATOS,2455.42,222.52,NO,POTENCIALES,V2F2,V2,F2,V2,F2
15/12/1969,FEMENINO,CASADO,POSTGRADO,PROPIA,0,40000,28869,0,1,19,0,SINODATOS,1705.15,1010.5,NO,PERDIDOS,V1F1,V1,F1,V1,F1
29/03/1969,MASCULINO,CASADO,PRIMARIA,PROPIA,0,8000,28967,30,0,6,0,NO,1705.15,-14.3,NO,POTENCIALES,V3F2,V3,F2,V3,F2
22/01/1958,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,16000,28040,0,7,20,0,SINODATOS,1091.29,531.34,NO,POTENCIALES,V3F2,V3,F2,V5,F5
14/09/1947,FEMENINO,VIUDO,PRIMARIA,PROPIA,2,2700,28040,40,0,10,0,SINODATOS,756,3.92,SI,POTENCIALES,V1F1,V1,F1,V1,F2
04/03/1994,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,16000,28984,1,0,0,1,NO,1420.96,0,NO,POTENCIALES,V4F2,V4,F2,V5,F4
31/03/1989,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,5200,28982,0,2,0,4,NO,1560,327.54,NO,POTENCIALES,V1F2,V1,F2,V2,F2
24/05/1974,MASCULINO,UNIONLIBRE,PRIMARIA,PROPIA,0,50000,28300,4,5,4,5,SINODATOS,2864.65,487.6,NO,PERDIDOS,V1F1,V1,F1,V3,F2
23/05/1997,MASCULINO,SOLTERO,BACHILLERATO,FAMILIARES,0,12000,28011,6,0,3,0,NO,2046.18,0,SI,PERDIDOS,V1F1,V1,F1,V3,F2
19/06/1990,FEMENINO,SOLTERO,BACHILLERATO,PADRES,0,5000,28500,1,2,0,6,NO,1400,7.84,NO,LEALTAD,V4F3,V4,F3,V5,F5
27/06/1980,MASCULINO,CASADO,BACHILLERATO,PAGANDOLA,0,19000,28973,3,0,20,0,SINODATOS,641.29,195.82,SI,ATENCION ALTA,V2F2,V2,F2,V3,F5
02/02/1978,FEMENINO,CASADO,SECUNDARIA,PAGANDOLA,0,4400,28984,7,0,6,0,NO,896,0,SI,POTENCIALES,V2F2,V2,F2,V3,F4
23/05/1974,FEMENINO,SOLTERO,SECUNDARIA,PROPIA,0,8000,28979,11,0,2,6,SINODATOS,1018.54,0,SI,PERDIDOS,V1F1,V1,F1,V1,F1
06/12/1985,FEMENINO,CASADO,LICENCIATURA,PADRES,0,6000,28140,4,2,1,6,SINODATOS,1705.15,668.04,NO,PERDIDOS,V1F1,V1,F1,V1,F2
18/02/1988,FEMENINO,UNIONLIBRE,CARRERATECNICA,PADRES,0,5600,28970,3,0,5,0,SINODATOS,545.64,-163.9,SI,PERDIDOS,V1F1,V1,F1,V2,F2
12/12/1975,FEMENINO,SOLTERO,SECUNDARIA,PAGANDOLA,0,5000,28983,0,6,2,0,NO,500,0,NO,POTENCIALES,V3F2,V3,F2,V3,F2
15/03/1957,FEMENINO,SOLTERO,PRIMARIA,PROPIA,0,4000,28000,12,0,3,0,SINODATOS,1091.29,0,SI,POTENCIALES,V1F1,V1,F1,V2,F1
30/03/1973,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,6800,28000,9,0,9,0,SINODATOS,1091.29,228.84,SI,PERDIDOS,V0F0,V0,F0,V1,F2
07/04/1991,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,5000,28000,15,0,1,0,NO,1500,0,NO,POTENCIALES,V3F2,V3,F2,V4,F4
01/07/1992,FEMENINO,CASADO,BACHILLERATO,PADRES,0,4000,28000,22,0,0,6,SINODATOS,909.41,0,NO,POTENCIALES,V1F1,V1,F1,V2,F2
23/08/1981,FEMENINO,SOLTERO,BACHILLERATO,PROPIA,0,8000,28000,2,5,6,0,NO,1091.29,703.78,NO,POTENCIALES,V3F2,V3,F2,V3,F4
11/06/1983,MASCULINO,SOLTERO,LICENCIATURA,PADRES,0,8100,28040,5,7,3,0,NO,2430,382.38,SI,POTENCIALES,V2F1,V2,F1,V3,F2
07/11/1979,MASCULINO,UNIONLIBRE,LICENCIATURA,RENTADA,1,50000,28100,2,0,8,0,SINODATOS,3642.9,627.28,NO,POTENCIALES,V3F2,V3,F2,V5,F2
21/12/1993,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,12000,28000,4,0,4,0,NO,1420.96,196,NO,POTENCIALES,V2F2,V2,F2,V3,F3
03/05/1991,FEMENINO,SOLTERO,MAESTRIA,PROPIA,0,10000,28982,1,2,1,9,NO,1705.15,66,NO,POTENCIALES,V2F2,V2,F2,V3,F3
24/06/1973,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,72000,28500,2,4,7,9,SINODATOS,1591.47,0,SI,POTENCIALES,V2F2,V2,F2,V3,F3
18/12/1981,MASCULINO,CASADO,SECUNDARIA,PROPIA,3,5000,28040,2,2,1,10,SINODATOS,1091.29,0,NO,POTENCIALES,V1F1,V1,F1,V1,F2
17/07/1973,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,4000,28000,20,0,3,0,SINODATOS,1018.54,0,SI,POTENCIALES,V1F1,V1,F1,V1,F2
17/11/1985,MASCULINO,CASADO,BACHILLERATO,FAMILIARES,0,6000,28000,5,0,0,6,SINODATOS,945.79,13.58,SI,LEALTAD,V4F3,V4,F3,V5,F5
27/05/1987,MASCULINO,CASADO,LICENCIATURA,PAGANDOLA,0,15000,28984,0,6,5,0,NO,1773.89,335.3,NO,ATENCION ALTA,V3F2,V3,F2,V3,F3
21/02/1997,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,3000,28550,15,0,3,0,NO,750,0,SI,POTENCIALES,V1F1,V1,F1,V1,F2
25/08/1980,MASCULINO,CASADO,BACHILLERATO,PROPIA,2,40000,28000,3,8,5,0,SINODATOS,1591.47,93.2,SI,LEALTAD,V3F4,V3,F4,V5,F5
27/12/1946,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,9000,28000,33,0,19,0,NO,1705.15,279.18,NO,PERDIDOS,V1F1,V1,F1,V3,F2
27/10/1977,FEMENINO,CASADO,BACHILLERATO,PROPIA,0,7500,28983,13,0,4,0,NO,1091.29,384,NO,POTENCIALES,V3F2,V3,F2,V3,F4
02/11/1992,MASCULINO,SOLTERO,LICENCIATURA,RENTADA,0,4800,28000,1,0,2,0,NO,534.41,55.68,NO,POTENCIALES,V3F2,V3,F2,V3,F4
05/11/1969,FEMENINO,CASADO,SECUNDARIA,FAMILIARES,0,15000,28000,1,0,0,8,SINODATOS,945.79,0,SI,POTENCIALES,V2F2,V2,F2,V2,F2
08/07/1985,FEMENINO,SOLTERO,BACHILLERATO,FAMILIARES,0,4500,28048,3,0,0,5,SINODATOS,1260,0,NO,PERDIDOS,V1F1,V1,F1,V3,F2
07/04/1964,FEMENINO,CASADO,SECUNDARIA,PROPIA,0,7200,28979,22,0,20,0,SINODATOS,1091.29,0,NO,POTENCIALES,V1F1,V1,F1,V1,F2
14/08/1955,FEMENINO,CASADO,LICENCIATURA,PROPIA,0,15000,28000,40,0,10,0,NO,1705.15,192,SI,POTENCIALES,V4F2,V4,F2,V4,F3
14/03/1966,FEMENINO,VIUDO,PRIMARIA,PROPIA,1,4000,28000,7,4,1,7,SINODATOS,1091.29,0,SI,ATENCION ALTA,V2F2,V2,F2,V2,F2
30/06/1994,FEMENINO,SOLTERO,LICENCIATURA,PADRES,0,4000,28984,17,0,1,6,NO,1000,36,NO,POTENCIALES,V2F3,V2,F3,V3,F4
20/08/1958,FEMENINO,UNIONLIBRE,PRIMARIA,PROPIA,0,3000,28984,25,0,2,0,SINODATOS,900,380.33,NO,POTENCIALES,V1F2,V1,F2,V2,F2
17/11/1947,FEMENINO,DIVORCIADO,LICENCIATURA,FAMILIARES,0,4000,28000,0,1,3,0,NO,1091.29,0,SI,PERDIDOS,V1F2,V1,F2,V1,F2
18/09/1986,MASCULINO,SOLTERO,BACHILLERATO,PROPIA,0,15000,28000,0,6,3,0,NO,1136.76,3.64,SI,POTENCIALES,V1F1,V1,F1,V1,F1
04/11/1996,MASCULINO,SOLTERO,LICENCIATURA,RENTADA,0,9000,28078,2,0,3,6,NO,770.96,259.82,SI,PERDIDOS,V2F1,V2,F1,V3,F1
06/05/1991,FEMENINO,CASADO,LICENCIATURA,PADRES,0,7000,28000,1,7,10,0,NO,2100,0,NO,ATENCION ALTA,V2F2,V2,F2,V3,F4
15/07/1996,FEMENINO,CASADO,SECUNDARIA,PRESTADA,0,4800,28048,1,6,1,0,NO,909.41,0,SI,POTENCIALES,V2F2,V2,F2,V3,F2
16/05/1996,MASCULINO,CASADO,SECUNDARIA,PRESTADA,0,4800,28048,1,1,1,0,NO,800.28,0,SI,PERDIDOS,V2F1,V2,F1,V3,F1
21/01/1968,MASCULINO,CASADO,SECUNDARIA,PROPIA,0,5000,28048,12,0,4,0,SINODATOS,1091.29,188.02,SI,POTENCIALES,V3F2,V3,F2,V3,F2
28/08/1992,MASCULINO,SOLTERO,BACHILLERATO,PADRES,0,8000,28984,4,0,4,0,NO,909.41,0,SI,POTENCIALES,V2F3,V2,F3,V4,F5
21/12/1986,MASCULINO,UNIONLIBRE,LICENCIATURA,PROPIA,0,12500,28400,5,0,7,0,SINODATOS,1018.54,46.16,SI,POTENCIALES,V2F2,V2,F2,V3,F3
15/04/1986,FEMENINO,SOLTERO,BACHILLERATO,FAMILIARES,0,8000,28017,1,0,0,4,NO,1018.54,0,SI,POTENCIALES,V1F2,V1,F2,V2,F3
22/06/1962,FEMENINO,SOLTERO,CARRERATECNICA,PROPIA,0,5470,28983,9,0,6,0,SINODATOS,1422.2,251.4,NO,POTENCIALES,V2F1,V2,F1,V3,F2
06/06/1985,FEMENINO,UNIONLIBRE,BACHILLERATO,PROPIA,0,4000,28984,5,0,5,0,SINODATOS,1200,350,NO,PERDIDOS,V1F1,V1,F1,V2,F1
08/02/1982,MASCULINO,CASADO,BACHILLERATO,PROPIA,0,11600,28040,5,0,2,6,SINODATOS,1591.47,0,NO,POTENCIALES,V2F2,V2,F2,V3,F3
28/04/1997,MASCULINO,SOLTERO,LICENCIATURA,FAMILIARES,0,5000,28983,0,2,1,0,NO,909.41,0,NO,ATENCION MEDIA,V1F1,V1,F1,V2,F2
19/10/1985,MASCULINO,SOLTERO,SECUNDARIA,PADRES,0,8800,28000,31,0,15,0,NO,945.79,0,NO,CAMPEONES,V3F5,V3,F5,V5,F5
11/12/1984,FEMENINO,SEPARADO,BACHILLERATO,PADRES,0,4000,28984,29,0,1,0,SINODATOS,1120,0,NO,PERDIDOS,V1F1,V1,F1,V2,F1
